0.80579,0.32409,4.4640265,-4.4930325,0
0.80756,0.32157,4.4640265,-4.4930325,0
0.80826,0.31943,4.4640265,-4.4930325,0
0.80816,0.31683,5.4472027,-2.8091638,0
0.80783,0.31408,5.4472027,-2.8091638,0
0.80746,0.31192,5.4472027,-2.8091638,0
0.80639,0.30923,5.4472027,-2.8091638,0
0.80399,0.30603,5.4472027,-2.8091638,0
0.80208,0.30352,5.4472027,-2.8091638,0
0.80004,0.30159,5.4472027,-2.8091638,0
0.79796,0.29973,5.4472027,-2.8091638,0
0.79654,0.29841,4.463021,-2.6964896,0
0.79576,0.29723,4.463021,-2.6964896,0
0.79538,0.29609,4.463021,-2.6964896,0
0.79493,0.29495,4.463021,-2.6964896,0
0.79404,0.29371,4.463021,-2.6964896,0
0.79265,0.29235,4.463021,-2.6964896,0
0.79199,0.29123,4.463021,-2.6964896,0
0.79078,0.28966,4.463021,-2.6964896,0
0.7899,0.28798,4.477096,-2.548475,0
0.78934,0.2869,4.477096,-2.548475,0
0.78909,0.28655,4.477096,-2.548475,0
0.78913,0.28643,4.477096,-2.548475,0
0.7891,0.28629,4.477096,-2.548475,0
0.78891,0.28621,4.477096,-2.548475,0
0.78872,0.28601,4.477096,-2.548475,0
0.7883,0.28559,4.477096,-2.548475,0
0.78836,0.28509,4.477096,-2.548475,0
0.78813,0.28419,3.9316657,-1.9992982,0
0.7875,0.28299,3.9316657,-1.9992982,0
0.78673,0.28176,3.9316657,-1.9992982,0
0.78542,0.28036,3.9316657,-1.9992982,0
0.78378,0.27917,3.9316657,-1.9992982,0
0.78253,0.27856,3.9316657,-1.9992982,0
0.78211,0.27813,3.9316657,-1.9992982,0
0.78233,0.27787,3.9316657,-1.9992982,0
0.78327,0.27835,2.430166,-0.021046314,0
0.78452,0.27911,2.430166,-0.021046314,0
0.78607,0.2805,2.430166,-0.021046314,0
0.78773,0.28206,2.430166,-0.021046314,0
0.78918,0.28345,2.430166,-0.021046314,0
0.79048,0.28425,2.430166,-0.021046314,0
0.79158,0.28475,2.430166,-0.021046314,0
0.79282,0.28505,2.430166,-0.021046314,0
0.79448,0.28521,2.9279518,-0.36530548,0
0.79628,0.28541,2.9279518,-0.36530548,0
0.79837,0.28584,2.9279518,-0.36530548,0
0.80062,0.28607,2.9279518,-0.36530548,0
0.80296,0.28603,2.9279518,-0.36530548,0
0.80512,0.28618,2.9279518,-0.36530548,0
0.80637,0.28581,2.9279518,-0.36530548,0
0.80736,0.28476,2.9279518,-0.36530548,0
0.80753,0.28396,2.8747985,-0.38692442,0
0.80667,0.28387,2.8747985,-0.38692442,0
0.80577,0.28402,2.8747985,-0.38692442,0
0.8059,0.28497,2.8747985,-0.38692442,0
0.80618,0.28605,2.8747985,-0.38692442,0
0.80637,0.2867,2.8747985,-0.38692442,0
0.80728,0.28741,2.8747985,-0.38692442,0
0.80874,0.28862,2.8747985,-0.38692442,0
0.81043,0.29023,2.8747985,-0.38692442,0
0.81219,0.29131,3.415023,-0.30445647,0
0.81347,0.29208,3.415023,-0.30445647,0
0.8142,0.29288,3.415023,-0.30445647,0
0.81404,0.29302,3.415023,-0.30445647,0
0.81343,0.29278,3.415023,-0.30445647,0
0.81376,0.29301,3.415023,-0.30445647,0
0.81471,0.29351,3.415023,-0.30445647,0
0.81582,0.294,3.415023,-0.30445647,0
0.81709,0.29416,3.415023,-0.30445647,0
0.81843,0.29439,3.415023,-0.30445647,0
0.81976,0.29515,4.8488894,-1.8693061,0
0.82081,0.2958,4.8488894,-1.8693061,0
0.82108,0.29595,4.8488894,-1.8693061,0
0.82082,0.29567,4.8488894,-1.8693061,0
0.82027,0.29507,4.8488894,-1.8693061,0
0.82001,0.29455,4.8488894,-1.8693061,0
0.81995,0.2943,4.8488894,-1.8693061,0
0.82052,0.2944,3.8213613,0.014236873,0
0.8209,0.29461,3.8213613,0.014236873,0
0.82115,0.29507,3.8213613,0.014236873,0
0.82114,0.29513,3.8213613,0.014236873,0
0.82144,0.29474,3.8213613,0.014236873,0
0.8217,0.29473,3.8213613,0.014236873,0
0.82203,0.29532,3.8213613,0.014236873,0
0.82262,0.29612,3.8213613,0.014236873,0
0.82314,0.297,3.8213613,0.014236873,0
0.82415,0.29818,4.7903886,-0.28091484,0
0.82514,0.29892,4.7903886,-0.28091484,0
0.82549,0.29868,4.7903886,-0.28091484,0
0.82495,0.29831,4.7903886,-0.28091484,0
0.82462,0.29836,4.7903886,-0.28091484,0
0.82439,0.29831,4.7903886,-0.28091484,0
0.82482,0.29873,4.7903886,-0.28091484,0
0.82532,0.29961,4.7903886,-0.28091484,0
0.82607,0.30077,4.401357,-1.363839,0
0.82705,0.30197,4.401357,-1.363839,0
0.82767,0.30283,4.401357,-1.363839,0
0.82793,0.30336,4.401357,-1.363839,0
0.82823,0.3039,4.401357,-1.363839,0
0.82816,0.30426,4.401357,-1.363839,0
0.8279,0.30459,4.401357,-1.363839,0
0.82787,0.30504,4.401357,-1.363839,0
0.82795,0.3053,4.401357,-1.363839,0
0.82796,0.30559,4.401357,-1.363839,0
0.82804,0.30579,4.401357,-1.363839,0
0.82839,0.30578,4.401357,-1.363839,0
0.82892,0.30607,4.413083,-0.62240523,0
0.82923,0.30602,4.413083,-0.62240523,0
0.8297,0.30599,4.413083,-0.62240523,0
0.83034,0.30569,4.413083,-0.62240523,0
0.83132,0.30532,4.413083,-0.62240523,0
0.83234,0.30445,4.413083,-0.62240523,0
0.83362,0.30312,4.413083,-0.62240523,0
0.8344,0.30205,4.413083,-0.62240523,0
0.83496,0.30061,4.413083,-0.62240523,0
0.83539,0.29916,4.413083,-0.62240523,0
